chembl_id,smiles,standard_value,bioactivity_class,pIC50,MW,LogP,HBD,HBA,TPSA,RotBonds,ArRings,Fsp3,QED,Ro5_violations,Lipinski_pass
CHEMBL3597944,COc1ccc(-c2csc(NC(=O)C[n+]3ccc(/C=N/O)cc3)n2)cc1.[I-],1660000.0,inactive,2.7799,517.32,0.25,1,7,93.44,2,2,0.364,0.764,1,Pass
CHEMBL3597946,CCOC(=O)Cc1csc(NC(=O)C[n+]2ccc(/C=N/O)cc2)n1.[Cl-],2270000.0,inactive,2.644,396.9,1.96,2,8,130.2,3,1,0.74,0.466,0,Pass
CHEMBL3597948,CCOC(=O)c1csc(NC(=O)C[n+]2ccc(/C=N/O)cc2)n1.[Cl-],2490000.0,inactive,2.6038,383.94,1.31,2,8,127.4,4,1,0.727,0.709,0,Pass
CHEMBL3597556,CN(Cc1ccccc1)Cc1ccc(/C=C2\CCc3cc(OCCCCCN4CCN(Cc5ccc(F)cc5)CC4)ccc3C2=O)cc1,7830.0,intermediate,5.1062,644.76,5.05,1,5,64.7,6,4,0.585,0.764,2,Fail
CHEMBL3597548,CN(Cc1ccccc1)Cc1ccc(/C=C2\Cc3ccc(OCCCCCN4CCC(c5ccccc5)CC4)cc3C2=O)cc1,62000.0,inactive,4.2076,596.16,4.88,1,4,60.69,4,4,0.676,0.243,1,Pass
CHEMBL3597068,COC(=O)C1=C(Nc2ccccc2)C[C@@H](c2ccc3c(c2)OCO3)N(c2ccccc2)[C@@H]1c1ccc2c(c1)OCO2,3270000.0,inactive,2.4855,561.6,-0.02,2,8,115.74,4,4,0.661,0.883,1,Pass
CHEMBL3597067,COC(=O)C1=C(Nc2ccccc2)C[C@@H](c2cccc([N+](=O)[O-])c2)N(c2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,510000.0,inactive,3.2924,565.92,-1.39,3,10,153.45,5,4,0.638,0.391,1,Pass
CHEMBL3597065,CCOC(=O)C1=C(Nc2ccc(Cl)cc2)C[C@@H](c2ccc(OC)cc2)N(c2ccc(Cl)cc2)[C@@H]1c1ccc(OC)cc1,380000.0,inactive,3.4202,616.68,4.02,2,6,107.64,4,4,0.358,0.52,1,Pass
CHEMBL3597064,COC(=O)C1=C(Nc2ccc(Br)cc2)C[C@@H](c2ccc(OC)cc2)N(c2ccc(Br)cc2)[C@@H]1c1ccc(OC)cc1,2160000.0,inactive,2.6655,699.84,1.21,2,6,90.42,1,4,0.255,0.805,1,Pass
CHEMBL3597063,COC(=O)C1=C(Nc2ccc(Br)cc2)C[C@@H](c2ccc(Cl)cc2)N(c2ccc(Br)cc2)[C@@H]1c1ccc(Cl)cc1,880000.0,inactive,3.0555,716.04,3.79,1,4,52.85,4,4,0.524,0.802,1,Pass
CHEMBL3597062,CCOC(=O)C1=C(Nc2ccc(C)cc2)C[C@@H](c2ccc(Cl)cc2)N(c2ccc(C)cc2)[C@@H]1c1ccc(Cl)cc1,5390000.0,inactive,2.2684,582.12,4.33,1,4,51.17,5,4,0.264,0.89,1,Pass
CHEMBL3597061,COC(=O)C1=C(Nc2ccccc2)C[C@@H](c2ccc(Cl)cc2)N(c2ccccc2)[C@@H]1c1ccc(Cl)cc1,880000.0,inactive,3.0555,543.24,3.51,1,4,48.08,1,4,0.256,0.556,1,Pass
CHEMBL3597060,CC(C)(C)OC(=O)C1=C(Nc2ccccc2)C[C@@H](c2ccccc2)N(c2ccccc2)[C@@H]1c1ccccc1,2790000.0,inactive,2.5544,505.44,2.08,1,4,61.17,3,4,0.426,0.602,1,Pass
CHEMBL3597059,COC(=O)C1=C(Nc2ccc(Cl)cc2)C[C@@H](c2ccc(F)cc2)N(c2ccc(Cl)cc2)[C@@H]1c1ccc(F)cc1,710000.0,inactive,3.1487,584.28,4.01,1,4,69.29,1,4,0.257,0.607,1,Pass
CHEMBL3597058,COC(=O)C1=C(Nc2ccc(F)cc2)C[C@@H](c2ccc(F)cc2)N(c2ccc(F)cc2)[C@@H]1c1ccc(F)cc1,3200000.0,inactive,2.4949,548.64,2.2,1,4,58.52,3,4,0.442,0.495,1,Pass
CHEMBL3597057,CCOC(=O)C1=C(Nc2ccccc2)C[C@@H](c2ccc(F)cc2)N(c2ccccc2)[C@@H]1c1ccc(F)cc1,390000.0,inactive,3.4089,520.56,1.26,1,4,47.95,2,4,0.826,0.524,1,Pass
CHEMBL3597056,CCOC(=O)C1=C(Nc2ccc(F)cc2)C[C@@H](c2ccc(Cl)cc2)N(c2ccc(F)cc2)[C@@H]1c1ccc(Cl)cc1,550000.0,inactive,3.2596,597.24,4.53,1,4,66.72,2,4,0.319,0.789,1,Pass
CHEMBL3597055,COC(=O)C1=C(Nc2ccc(F)cc2)C[C@@H](c2ccccc2)N(c2ccc(F)cc2)[C@@H]1c1ccccc1,15120000.0,inactive,1.8204,507.6,1.78,1,4,73.49,2,4,0.222,0.154,1,Pass
CHEMBL3597054,CCOC(=O)C1=C(Nc2ccc(C)cc2)C[C@@H](c2ccccc2)N(c2ccc(C)cc2)[C@@H]1c1ccccc1,5180000.0,inactive,2.2857,505.44,2.78,1,4,54.83,3,4,0.242,0.579,1,Pass
CHEMBL3597010,CCOC(=O)C1=C(Nc2ccc(Cl)cc2)C[C@@H](c2ccccc2)N(c2ccc(Cl)cc2)[C@@H]1c1ccccc1,4600000.0,inactive,2.3372,556.2,3.98,1,4,56.17,4,4,0.573,0.497,1,Pass
CHEMBL3597009,CCOC(=O)C1=C(Nc2ccc(OC)cc2)C[C@@H](c2ccccc2)N(c2ccc(OC)cc2)[C@@H]1c1ccccc1,2250000.0,inactive,2.6478,540.0,1.45,2,6,104.13,3,4,0.271,0.884,1,Pass
CHEMBL3597008,CCOC(=O)C1=C(Nc2ccc(OC)cc2)C[C@@H](c2ccc(C)cc2)N(c2ccc(OC)cc2)[C@@H]1c1ccc(C)cc1,4980000.0,inactive,2.3028,565.92,2.17,2,6,112.97,5,4,0.337,0.229,1,Pass
CHEMBL3597007,COC(=O)C1=C(Nc2ccc(OC)cc2)C[C@@H](c2ccc(C)cc2)N(c2ccc(OC)cc2)[C@@H]1c1ccc(C)cc1,5840000.0,inactive,2.2336,552.96,1.71,2,6,95.84,2,4,0.056,0.776,1,Pass
CHEMBL3597006,COC(=O)C1=C(Nc2ccc(Cl)cc2)C[C@@H](c2ccc(C)cc2)N(c2ccc(Cl)cc2)[C@@H]1c1ccc(C)cc1,2150000.0,inactive,2.6676,569.16,4.42,1,4,49.34,3,4,0.232,0.122,1,Pass
CHEMBL3597005,COC(=O)C1=C(Nc2ccc(Br)cc2)C[C@@H](c2ccc(C)cc2)N(c2ccc(Br)cc2)[C@@H]1c1ccc(C)cc1,2480000.0,inactive,2.6055,665.28,1.88,1,4,65.05,4,4,0.339,0.539,1,Pass
CHEMBL3597004,COC(=O)C1=C(Nc2ccc(C)cc2)C[C@@H](c2ccc(C)cc2)N(c2ccc(C)cc2)[C@@H]1c1ccc(C)cc1,6780000.0,inactive,2.1688,518.4,1.69,1,4,66.39,1,4,0.625,0.731,1,Pass
CHEMBL3597003,CCOC(=O)C1=C(Nc2ccccc2)C[C@@H](c2ccc(C)cc2)N(c2ccccc2)[C@@H]1c1ccc(C)cc1,5580000.0,inactive,2.2534,505.44,2.3,1,4,60.05,3,4,0.731,0.938,1,Pass
CHEMBL3597002,COC(=O)C1=C(Nc2ccccc2)C[C@@H](c2ccc(C)cc2)N(c2ccccc2)[C@@H]1c1ccc(C)cc1,5730000.0,inactive,2.2418,492.48,1.79,1,4,55.53,4,4,0.295,0.58,0,Pass
CHEMBL3597001,COC(=O)C1=C(Nc2ccccc2)C[C@@H](c2ccccc2)N(c2ccccc2)[C@@H]1c1ccccc1,6520000.0,inactive,2.1858,466.56,0.98,1,4,67.96,3,4,0.36,0.664,0,Pass
CHEMBL3597000,CCOC(=O)C1=C(Nc2ccccc2)C[C@@H](c2ccccc2)N(c2ccccc2)[C@@H]1c1ccccc1,2950000.0,inactive,2.5302,479.52,2.01,1,4,64.22,1,4,0.717,0.308,0,Pass
CHEMBL3600551,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2,1.92,active,8.7167,643.14,8.95,0,4,33.85,6,3,0.087,0.564,2,Fail
CHEMBL3600552,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2,3.46,active,8.4609,681.48,10.0,0,4,40.39,5,3,0.523,0.843,2,Fail
CHEMBL3600553,CC1=CC2Cc3nc4ccccc4c(NCCCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2,6.46,active,8.1898,578.88,7.7,0,4,29.19,7,3,0.297,0.658,2,Fail
CHEMBL3600554,CC1=CC2Cc3nc4ccccc4c(NCCCCCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2,10.1,active,7.9957,604.8,7.55,0,4,45.49,5,3,0.867,0.811,2,Fail
CHEMBL3600555,CC1=CC2Cc3nc4ccccc4c(NCCCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2,1.48,active,8.8297,617.22,8.28,0,4,37.9,4,3,0.587,0.778,2,Fail
CHEMBL3600556,CC1=CC2Cc3nc4ccccc4c(NCCCCCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2,3.66,active,8.4365,643.14,9.11,0,4,36.51,8,3,0.468,0.687,2,Fail
CHEMBL3605437,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3nnc(-c4ccc(-c5nnn[nH]5)cc4)[nH]3)ccc21,251670.0,inactive,3.5992,521.64,2.14,0,9,89.74,4,5,0.088,0.642,1,Pass
CHEMBL3605436,COc1cc(-c2nnc(-c3ccc4c(c3)CO[C@@]4(CCCN(C)C)c3ccc(F)cc3)[nH]2)ccc1O,500000.0,inactive,3.301,495.72,1.5,1,7,90.32,3,4,0.63,0.945,0,Pass
CHEMBL3605434,COc1cccc(-c2nnc(-c3ccc4c(c3)CO[C@@]4(CCCN(C)C)c3ccc(F)cc3)[nH]2)c1,123770.0,inactive,3.9074,478.44,1.45,1,6,87.16,3,4,0.212,0.546,0,Pass
CHEMBL3605433,COc1ccccc1-c1nnc(-c2ccc3c(c2)CO[C@@]3(CCCN(C)C)c2ccc(F)cc2)[nH]1,161340.0,inactive,3.7923,478.44,1.68,1,6,84.73,5,4,0.048,0.553,0,Pass
CHEMBL3605432,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3nnc(-c4ccc(I)cc4)[nH]3)ccc21,500000.0,inactive,3.301,585.36,1.71,0,5,48.75,4,4,0.701,0.652,1,Pass
CHEMBL3605431,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3nnc(-c4cccc(I)c4)[nH]3)ccc21,500000.0,inactive,3.301,585.36,1.87,0,5,56.11,5,4,0.575,0.664,1,Pass
CHEMBL3605430,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3nnc(-c4ccccc4I)[nH]3)ccc21,310310.0,inactive,3.5082,585.36,2.02,0,5,53.21,5,4,0.374,0.585,1,Pass
CHEMBL3605428,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3nnc(-c4cccc(Br)c4)[nH]3)ccc21,500000.0,inactive,3.301,534.6,2.02,0,5,46.59,5,4,0.28,0.342,1,Pass
CHEMBL3605426,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3nnc(-c4ccc(F)cc4)[nH]3)ccc21,260630.0,inactive,3.584,468.72,1.5,0,5,49.0,4,4,0.5,0.851,0,Pass
CHEMBL3605425,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3nnc(-c4cccc(F)c4)[nH]3)ccc21,500000.0,inactive,3.301,468.72,2.35,0,5,48.81,5,4,0.357,0.67,0,Pass
CHEMBL3605424,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3nnc(-c4ccccc4F)[nH]3)ccc21,187510.0,inactive,3.727,468.72,2.11,0,5,54.04,2,4,0.176,0.888,0,Pass
CHEMBL3605423,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3nnc(-c4ccc(Cl)cc4)[nH]3)ccc21,6710.0,intermediate,5.1733,486.54,3.66,0,5,47.06,3,4,0.452,0.632,0,Pass
CHEMBL3605422,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3nnc(-c4cccc(Cl)c4)[nH]3)ccc21,412560.0,inactive,3.3845,486.54,3.37,0,5,46.88,4,4,0.293,0.457,0,Pass
CHEMBL3605419,Cc1cccc(-c2nnc(-c3ccc4c(c3)CO[C@@]4(CCCN(C)C)c3ccc(F)cc3)[nH]2)c1,133230.0,inactive,3.8754,461.16,2.57,0,5,65.75,6,4,0.383,0.824,0,Pass
CHEMBL3605418,Cc1ccccc1-c1nnc(-c2ccc3c(c2)CO[C@@]3(CCCN(C)C)c2ccc(F)cc2)[nH]1,9520.0,intermediate,5.0214,461.16,2.38,0,5,57.52,3,4,0.598,0.646,0,Pass
CHEMBL3605316,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3nnc(-c4cccc([N+](=O)[O-])c4)[nH]3)ccc21,138230.0,inactive,3.8594,497.88,1.19,1,8,93.92,3,4,0.564,0.304,0,Pass
CHEMBL3605314,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3nnc(-c4ccc(O)cc4)[nH]3)ccc21,387560.0,inactive,3.4117,465.48,1.65,1,6,84.57,3,4,0.381,0.664,0,Pass
CHEMBL3605313,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3nnc(-c4cccc(O)c4)[nH]3)ccc21,500000.0,inactive,3.301,465.48,1.46,1,6,80.95,2,4,0.199,0.963,0,Pass
CHEMBL3605310,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3nnc(-c4cccc(N)c4)[nH]3)ccc21,500000.0,inactive,3.301,463.32,2.27,1,6,83.13,3,4,0.279,0.717,0,Pass
CHEMBL3605309,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3nnc(-c4ccccc4N)[nH]3)ccc21,359720.0,inactive,3.444,463.32,1.86,1,6,81.1,3,4,0.054,0.681,0,Pass
CHEMBL3605308,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(-c3nnc(-c4ccccc4)[nH]3)ccc21,500000.0,inactive,3.301,448.2,2.06,0,5,59.52,4,4,0.51,0.896,0,Pass
CHEMBL3604192,CN(C)c1ccc(C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)cc1.Cl,142.0,active,6.8477,427.14,2.82,1,5,72.76,1,3,0.144,0.519,0,Pass
CHEMBL3604193,CN(C)c1ccc(C(=O)NCCCNc2c3c(nc4ccccc24)CCCC3)cc1.Cl,19.0,active,7.7212,440.1,3.16,1,5,69.5,3,3,0.313,0.904,0,Pass
CHEMBL3604194,CN(C)c1ccc(C(=O)NCCCCNc2c3c(nc4ccccc24)CCCC3)cc1.Cl,295.0,active,6.5302,453.06,3.99,1,5,78.34,2,3,0.11,0.657,0,Pass
CHEMBL3604195,CN(C)c1ccc(C(=O)NCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1.Cl,357.0,active,6.4473,466.02,4.29,1,5,71.87,4,3,0.33,0.852,0,Pass
CHEMBL3604196,CN(C)c1ccc(C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1.Cl,64.0,active,7.1938,478.98,4.42,1,5,70.97,3,3,0.306,0.409,0,Pass
CHEMBL3604197,CN(C)c1ccc(C(=O)NCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1.Cl,75.0,active,7.1249,491.94,4.99,1,5,72.51,3,3,0.632,0.618,0,Pass
CHEMBL3604198,CN(C)c1ccc(C(=O)NCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1.Cl,77.0,active,7.1135,504.9,5.78,1,5,69.25,4,3,0.085,0.711,2,Fail
CHEMBL3604199,CN(C)c1ccc(C(=O)NCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1.Cl,125.0,active,6.9031,517.86,5.86,1,5,70.07,4,3,0.273,0.731,2,Fail
CHEMBL3621335,CC[N+]1(Cc2ccccc2[N+](=O)[O-])CCCCCn2c(C)c3c(=O)n(c2=O)CCCCC[N+](CC)(Cc2ccccc2[N+](=O)[O-])CCCCCn2c(C)c(c(=O)n(c2=O)CCCCC1)C3.[Br-].[Br-],4000.0,intermediate,5.3979,800.0,5.41,4,15,200.0,10,4,0.128,0.265,3,Fail
CHEMBL3621334,CC[N+]1(Cc2ccccc2[N+](=O)[O-])CCCCCn2c(C)cc(=O)n(c2=O)CCCCC[N+](CC)(Cc2ccccc2[N+](=O)[O-])CCCCCn2c(=O)cc(C)n(c2=O)CCCCC1.[Br-].[Br-],130.0,active,6.8861,800.0,5.37,4,15,200.0,13,4,0.311,0.768,3,Fail
CHEMBL3621333,CC[N+]1(Cc2ccccc2[N+](=O)[O-])CCCCCn2c(C)cc(=O)n(c2=O)CCCCC[N+](CC)(Cc2ccccc2[N+](=O)[O-])Cc2ccc(cc2)C1.[Br-].[Br-],7.0,active,8.1549,800.0,2.81,3,12,172.01,7,4,0.737,0.705,2,Fail
CHEMBL3621332,CC[N+]1(Cc2ccccc2[N+](=O)[O-])CCCCCC[N+](CC)(Cc2ccccc2[N+](=O)[O-])CCCCCn2c(=O)cc(C)n(c2=O)CCCCC1.[Br-].[Br-],59.0,active,7.2291,800.0,4.33,3,12,168.86,10,3,0.248,0.71,2,Fail
CHEMBL3621322,CC[N+](CC)(CCCCCn1c(C)cc(=O)n(CCCCC[N+](CC)(CC)Cc2ccccc2[N+](=O)[O-])c1=O)Cc1ccccc1[N+](=O)[O-].[Br-].[Br-],0.14,active,9.8539,800.0,3.63,3,12,172.96,8,3,0.442,0.711,2,Fail
CHEMBL3623558,CCC(CC)n1cc(C(=O)C(F)F)cn1,28.8,active,7.5406,218.16,2.19,0,3,28.61,0,0,0.045,0.847,0,Pass
CHEMBL3623557,CCCC(C)n1cc(C(=O)C(F)F)cn1,149.0,active,6.8268,218.16,1.95,0,3,30.82,2,0,0.524,0.879,0,Pass
CHEMBL3623556,CCC(C)n1cc(C(=O)C(F)F)cn1,110.0,active,6.9586,205.2,1.94,0,3,27.83,1,0,0.087,0.717,0,Pass
CHEMBL3623555,CC(C)n1cc(C(=O)C(F)F)cn1,802.0,active,6.0958,192.24,1.46,0,3,11.15,2,0,0.554,0.454,0,Pass
CHEMBL3623554,CC(C)(C)c1cccc(C(=O)C(F)F)c1,6.05,active,8.2182,213.84,1.1,0,1,22.6,2,1,0.29,0.333,0,Pass
CHEMBL3623553,CC(C)Cn1cc(C(=O)C(F)(F)F)cn1,591.0,active,6.2284,225.72,2.74,0,3,38.69,3,0,0.125,0.606,0,Pass
CHEMBL3623552,O=C(c1cnn(C2CCCC2)c1)C(F)(F)F,5.2,active,8.284,238.68,2.8,0,3,33.57,3,0,0.582,0.735,0,Pass
CHEMBL3623551,CCC(CC)n1cc(C(=O)C(F)(F)F)cn1,3.77,active,8.4237,238.68,2.36,0,3,45.26,1,0,0.409,0.738,0,Pass
CHEMBL3623550,CCCC(C)n1cc(C(=O)C(F)(F)F)cn1,7.15,active,8.1457,238.68,2.48,0,3,22.18,2,0,0.28,0.58,0,Pass
CHEMBL3623549,CCC(C)n1cc(C(=O)C(F)(F)F)cn1,6.47,active,8.1891,225.72,1.77,0,3,45.1,2,0,0.515,0.347,0,Pass
CHEMBL3623548,CC(C)n1cc(C(=O)C(F)(F)F)cn1,77.5,active,7.1107,212.76,2.28,0,3,22.28,2,0,0.709,0.545,0,Pass
CHEMBL89354,CC(C)(C)c1cccc(C(=O)C(F)(F)F)c1,14.6,active,7.8356,234.36,2.69,0,1,11.91,0,1,0.348,0.639,0,Pass
CHEMBL3137700,C[Si](C)(C)c1cccc(C(=O)C(F)(F)F)c1,285.0,active,6.5452,393.12,1.82,0,1,0.0,3,1,0.493,0.758,0,Pass
CHEMBL167911,COP(=O)(OC)OC=C(Cl)Cl,2310.0,intermediate,5.6364,231.12,2.81,1,4,60.12,3,0,0.37,0.719,0,Pass
CHEMBL446060,CNC(=O)Oc1ccccc1OC(C)C,2300.0,intermediate,5.6383,209.52,0.3,1,4,63.09,1,1,0.188,0.876,0,Pass
CHEMBL3623563,CCC(C)n1cc(C(=O)CF)cn1,16900.0,inactive,4.7721,184.68,1.44,0,3,28.76,3,0,0.141,0.904,0,Pass
CHEMBL3623562,CC(C)n1cc(C(=O)CF)cn1,10000.0,inactive,5.0,171.72,1.37,0,3,35.71,3,0,0.398,0.683,0,Pass
CHEMBL3623561,CC(C)(C)c1cccc(C(=O)CF)c1,578.0,active,6.2381,193.32,1.88,0,1,10.79,1,1,0.308,0.83,0,Pass
CHEMBL3623560,CC(C)Cn1cc(C(=O)C(F)F)cn1,9780.0,intermediate,5.0097,205.2,1.84,0,3,25.82,2,0,0.581,0.21,0,Pass
CHEMBL3623559,O=C(c1cnn(C2CCCC2)c1)C(F)F,208.0,active,6.6819,218.16,2.26,0,3,25.47,0,0,0.407,0.835,0,Pass
CHEMBL3623567,CC(C)Cn1cc(C(=O)CF)cn1,10000.0,inactive,5.0,184.68,1.81,0,3,36.49,1,0,0.2,0.763,0,Pass
CHEMBL3623566,O=C(CF)c1cnn(C2CCCC2)c1,2500.0,intermediate,5.6021,197.64,2.17,0,3,24.77,3,0,0.415,0.742,0,Pass
CHEMBL3623565,CCC(CC)n1cc(C(=O)CF)cn1,5290.0,intermediate,5.2765,197.64,2.21,0,3,37.32,1,0,0.551,0.781,0,Pass
CHEMBL3623564,CCCC(C)n1cc(C(=O)CF)cn1,24200.0,inactive,4.6162,197.64,1.87,0,3,39.78,3,0,0.694,0.56,0,Pass
CHEMBL3628053,O=C(NCCc1c[nH]c2ccccc12)c1ccc[n+](Cc2ccccc2)c1.[Br-],30500.0,inactive,4.5157,447.12,0.48,0,4,26.65,3,3,0.11,0.194,0,Pass
CHEMBL3628054,O=C(NCCc1c[nH]c2ccccc12)c1ccc[n+](Cc2ccccc2F)c1.[Br-],28600.0,inactive,4.5436,467.64,0.45,0,4,49.06,3,3,0.381,0.602,0,Pass
CHEMBL3628055,O=C(NCCc1c[nH]c2ccccc12)c1cc[n+](Cc2ccccc2)cc1.[Br-],4200.0,intermediate,5.3768,447.12,0.99,0,4,56.48,3,3,0.925,0.542,0,Pass
CHEMBL3628056,O=C(NCCc1c[nH]c2ccccc12)c1cc[n+](Cc2ccccc2F)cc1.[Br-],3200.0,intermediate,5.4949,467.64,0.21,0,4,42.02,4,3,0.253,0.728,0,Pass
CHEMBL3628057,O=C(NCCc1c[nH]c2ccccc12)c1cc[n+](Cc2cccc(F)c2)cc1.[Br-],3900.0,intermediate,5.4089,467.64,1.19,0,4,44.79,2,3,0.351,0.733,0,Pass
CHEMBL3628058,O=C(NCCc1c[nH]c2ccccc12)c1cc[n+](Cc2ccc(F)cc2)cc1.[Br-],3400.0,intermediate,5.4685,467.64,1.26,0,4,48.3,4,3,0.761,0.687,0,Pass
CHEMBL3628059,Cc1cccc(C[n+]2ccc(C(=O)NCCc3c[nH]c4ccccc34)cc2)c1.[Br-],2700.0,intermediate,5.5686,460.08,0.96,0,4,37.8,3,3,0.425,0.621,0,Pass
CHEMBL3628060,Cc1ccc(C[n+]2ccc(C(=O)NCCc3c[nH]c4ccccc34)cc2)cc1.[Br-],5700.0,intermediate,5.2441,460.08,0.27,0,4,41.46,3,3,0.77,0.658,0,Pass
CHEMBL3628061,N#Cc1ccc(C[n+]2ccc(C(=O)NCCc3c[nH]c4ccccc34)cc2)cc1.[Br-],22900.0,inactive,4.6402,475.2,0.64,1,5,59.49,3,3,0.555,0.82,0,Pass
CHEMBL3628062,COc1ccc2[nH]cc(CCNC(=O)c3cc[n+](Cc4ccccc4F)cc3)c2c1.[Br-],3300.0,intermediate,5.4815,497.88,0.77,1,5,71.11,4,3,0.541,0.494,0,Pass
CHEMBL3628063,COc1ccc2[nH]cc(CCNC(=O)c3cc[n+](Cc4cccc(F)c4)cc3)c2c1.[Br-],3800.0,intermediate,5.4202,497.88,0.49,1,5,73.98,1,3,0.179,0.736,0,Pass
CHEMBL3628064,COc1ccc2[nH]cc(CCNC(=O)c3cc[n+](Cc4ccc(F)cc4)cc3)c2c1.[Br-],5100.0,intermediate,5.2924,497.88,0.64,1,5,74.13,3,3,0.284,0.843,0,Pass
CHEMBL3628065,COc1ccc2[nH]cc(CCNC(=O)c3cc[n+](Cc4ccc(OC(=O)N(C)C)cc4)cc3)c2c1.[Br-],1300.0,intermediate,5.8861,565.92,1.06,2,8,128.52,3,3,0.247,0.649,1,Pass
CHEMBL3628066,COc1ccc2[nH]cc(CCNC(=O)/C=C/c3cc[n+](Cc4ccccc4F)cc3)c2c1.[Br-],260.0,active,6.585,523.8,1.69,1,5,63.8,3,3,0.153,0.765,1,Pass
CHEMBL3628067,COc1ccc2[nH]cc(CCNC(=O)/C=C/c3cc[n+](Cc4cccc(F)c4)cc3)c2c1.[Br-],110.0,active,6.9586,523.8,1.21,1,5,65.74,4,3,0.487,0.469,1,Pass
CHEMBL3628183,COc1ccc2[nH]cc(CCNC(=O)/C=C/c3cc[n+](Cc4ccc(F)cc4)cc3)c2c1.[Br-],210.0,active,6.6778,523.8,1.01,1,5,85.16,2,3,0.044,0.868,1,Pass
CHEMBL3628184,COc1ccc2[nH]cc(CCNC(=O)CCc3cc[n+](Cc4ccccc4F)cc3)c2c1.[Br-],530.0,active,6.2757,523.8,1.39,1,5,68.8,4,3,0.686,0.497,1,Pass
CHEMBL3628185,COc1ccc2[nH]cc(CCNC(=O)CCc3cc[n+](Cc4cccc(F)c4)cc3)c2c1.[Br-],440.0,active,6.3565,523.8,1.43,1,5,71.6,1,3,0.319,0.54,1,Pass
CHEMBL3628186,COc1ccc2[nH]cc(CCNC(=O)CCc3cc[n+](Cc4ccc(F)cc4)cc3)c2c1.[Br-],580.0,active,6.2366,523.8,1.64,1,5,69.46,1,3,0.175,0.842,1,Pass
CHEMBL3632858,COc1cc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc(OC)c1O,6.8,active,8.1675,518.4,2.59,2,9,123.43,7,2,0.194,0.681,1,Pass
CHEMBL3632857,COc1ccc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)[C@@H](O)C[C@@H](OC(C)=O)C(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc1,100000.0,inactive,4.0,531.36,3.25,2,9,142.99,6,2,0.245,0.94,1,Pass
CHEMBL3632856,COc1ccc(-c2cc3c(c(=O)o2)C[C@@H]2[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@@]2(C)O3)cc1,100000.0,inactive,4.0,436.32,4.58,1,5,65.78,5,2,0.317,0.777,0,Pass
CHEMBL3632855,COc1ccc(-c2cc3c(c(=O)o2)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]2(C)O3)cc1,100000.0,inactive,4.0,436.32,4.24,1,5,60.98,6,2,0.4,0.85,0,Pass
CHEMBL3632854,COc1ccc(-c2cc3c(c(=O)o2)C[C@H]2[C@@](C)(CC[C@@]4(O)C(C)(C)[C@H](O)CC[C@]24C)O3)cc1,100000.0,inactive,4.0,453.6,3.59,1,6,76.39,7,2,0.423,0.696,0,Pass
